
Las Vegas Challenge
4
1	1360.00	Eagle Wynne McMahon	37817	1050	-48	48	1071	50	1066	49	1079	49	1090	196	$5,500
2	1350.00	Ezra Aderhold	121715	1016	-40	49	1063	46	1099	58	1005	51	1075	204	$3,125
2	1350.00	Calvin Heimburg	45971	1051	-40	47	1080	50	1066	51	1062	56	1036	204	$3,125
4	1330.00	Garrett Gurthie	13864	1035	-38	49	1063	50	1066	57	1013	50	1082	206	$2,250
5	1320.00	Richard Wysocki	38008	1054	-37	49	1063	52	1050	52	1054	54	1052	207	$1,750
6	1310.00	Drew Gibson	48346	1035	-36	54	1019	51	1058	50	1071	53	1059	208	$1,500
7	1300.00	Kevin Jones	41760	1034	-35	53	1028	53	1041	53	1046	50	1082	209	$1,350
7	1300.00	Brian Earhart	45879	1013	-35	56	1002	49	1075	51	1062	53	1059	209	$1,350
9	1280.00	Paul McBeth	27523	1053	-34	48	1071	49	1075	54	1038	59	1013	210	$1,200
10	1270.00	Clint Calvin	84958	1021	-32	50	1054	51	1058	54	1038	57	1029	212	$1,100
11	1260.00	Paul Ulibarri	27171	1026	-31	51	1045	55	1025	52	1054	55	1044	213	$1,025
11	1260.00	James Conrad	17295	1029	-31	49	1063	53	1041	52	1054	59	1013	213	$1,025
13	1240.00	Colten Montgomery	35876	1019	-30	53	1028	53	1041	54	1038	54	1052	214	$950
14	1230.00	Adam Hammes	57365	1040	-29	55	1010	51	1058	52	1054	57	1029	215	$900
15	1220.00	Thomas Gilbert	85850	1019	-28	54	1019	53	1041	55	1030	54	1052	216	$850
16	1210.00	Jeremy Koling	33705	1028	-27	54	1019	49	1075	57	1013	57	1029	217	$850
17	1200.00	Terry Rothlisberger	57493	1016	-26	52	1036	58	1000	54	1038	54	1052	218	$800
17	1200.00	Nathan Sexton	18824	1042	-26	54	1019	54	1033	51	1062	59	1013	218	$800
19	1180.00	Philo Brathwaite	26416	1030	-25	54	1019	56	1016	54	1038	55	1044	219	$750
19	1180.00	Mason Ford	72844	1025	-25	54	1019	52	1050	56	1022	57	1029	219	$750
21	1160.00	Nathan Queen	68286	1026	-24	58	984	54	1033	52	1054	56	1036	220	$700
21	1160.00	Eric Oakley	53565	1023	-24	53	1028	55	1025	53	1046	59	1013	220	$700
21	1160.00	Cale Leiviska	24341	1034	-24	53	1028	53	1041	53	1046	61	998	220	$700
24	1130.00	Chris Clemons	50401	1028	-23	54	1019	53	1041	53	1046	61	998	221	$650
25	1120.00	Brodie Smith	128378	999	-22	52	1036	54	1033	56	1022	60	1006	222	$650
26	1110.00	Raven Newsom	88212	1013	-21	54	1019	57	1008	55	1030	57	1029	223	$600
26	1110.00	Chris Pinegar	74719	1008	-21	54	1019	53	1041	58	1005	58	1021	223	$600
26	1110.00	Austin Hoop	72423	1026	-21	50	1054	56	1016	57	1013	60	1006	223	$600
29	1080.00	Cole Redalen	79748	1006	-20	61	958	55	1025	54	1038	54	1052	224	$570
29	1080.00	Matt Bell	48950	1018	-20	52	1036	57	1008	57	1013	58	1021	224	$570
29	1080.00	Scott Withers	38464	1040	-20	53	1028	58	1000	53	1046	60	1006	224	$570
29	1080.00	Alex Russell	66362	1021	-20	55	1010	56	1016	52	1054	61	998	224	$570
29	1080.00	Zackeriath Johnson	50312	1004	-20	51	1045	57	1008	55	1030	61	998	224	$570
34	1030.00	Connor O'Reilly	99648	1013	-19	54	1019	58	1000	58	1005	55	1044	225	$520
34	1030.00	Aaron Gossage	35449	1013	-19	51	1045	55	1025	59	997	60	1006	225	$520
34	1030.00	Anthony Barela	44382	1029	-19	55	1010	56	1016	52	1054	62	990	225	$520
34	1030.00	Jordan Castro	49431	1015	-19	51	1045	56	1016	56	1022	62	990	225	$520
34	1030.00	Levi Hancock	103050	997	-19	50	1054	53	1041	55	1030	67	952	225	$520
39	980.00	Dallin Blanchard	72707	1036	-18	53	1028	56	1016	57	1013	60	1006	226	$500
39	980.00	Chris Blanchard	72709	994	-18	52	1036	55	1025	59	997	60	1006	226	$500
39	980.00	Justin Bunnell	20827	1013	-18	54	1019	56	1016	54	1038	62	990	226	$500
42	950.00	Alan Wagner	28550	999	-16	59	976	55	1025	56	1022	58	1021	228	$450
43	940.00	Kyle Klein	85132	1025	-15	54	1019	61	975	55	1030	59	1013	229	$450
43	940.00	Andrew Presnell	63765	1030	-15	54	1019	58	1000	58	1005	59	1013	229	$450
43	940.00	Casey White	81739	1013	-15	54	1019	57	1008	56	1022	62	990	229	$450
43	940.00	Benjamin Callaway	39015	1006	-15	54	1019	54	1033	59	997	62	990	229	$450
43	940.00	Ian Burchett	60435	983	-15	52	1036	60	983	54	1038	63	983	229	$450
43	940.00	Sam Drummond	100689	998	-15	55	1010	55	1025	53	1046	66	959	229	$450
49	880.00	James Beckner	49519	997	-14	53	1028	55	1025	62	973	60	1006	230	$400
49	880.00	Nicholas Carl	82935	988	-14	57	993	56	1016	54	1038	63	983	230	$400
49	880.00	Ty Love	89959	1004	-14	58	984	51	1058	58	1005	63	983	230	$400
52	850.00	Parker Welck	39491	974	-13	56	1002	52	1050	59	997	64	975	231	$400
53	840.00	Maximus Meyer	49865	981	-12	58	984	57	1008	55	1030	62	990	232	$400
53	840.00	Vincent Polidori	81039	1003	-12	54	1019	60	983	55	1030	63	983	232	$400
53	840.00	Nate Perkins	65737	1009	-12	55	1010	56	1016	57	1013	64	975	232	$400
56	810.00	Austin Hannum	68835	1023	-11	51	1045	61	975	58	1005	63	983	233	
57	800.00	Isaac Bentley	89065	975	-10	55	1010	56	1016	59	997	64	975	234	
57	800.00	Sias Elmore	57425	1012	-10	53	1028	60	983	55	1030	66	959	234	
59	780.00	Steve Berger	28091	978	E	55	1010	56	1016	59	997	74	898	244	
60	770.00	Tyler Swanson	70601	971	-11	53	1028	63	958	55	1030			171	
60	770.00	Jeremy Novak	68696	996	-11	61	958	53	1041	57	1013			171	
60	770.00	Chris Shotwell	41918	1000	-11	58	984	56	1016	57	1013			171	
60	770.00	Cameron Messerschmidt	58814	1015	-11	58	984	54	1033	59	997			171	
64	730.00	Gregg Barsby	15857	1022	-10	57	993	58	1000	57	1013			172	
64	730.00	Emerson Keith	47472	1024	-10	55	1010	60	983	57	1013			172	
64	730.00	Nate Metzler	41220	1000	-10	60	967	54	1033	58	1005			172	
64	730.00	Luke Samson	59419	993	-10	58	984	56	1016	58	1005			172	
64	730.00	Cary Trotter	19147	995	-10	56	1002	56	1016	60	989			172	
64	730.00	J.C. Kester	36777	998	-10	52	1036	59	992	61	981			172	
70	670.00	Trevor Harbolt	26860	1009	-9	58	984	59	992	56	1022			173	
70	670.00	Alexander Lyon	80636	1000	-9	55	1010	57	1008	61	981			173	
70	670.00	Kyle Griffin	67149	1003	-9	54	1019	58	1000	61	981			173	
73	640.00	AJ Carey	61770	1007	-8	58	984	58	1000	58	1005			174	
73	640.00	Justin Gilbert	85457	1003	-8	59	976	56	1016	59	997			174	
73	640.00	Luke Humphries	69424	1017	-8	58	984	55	1025	61	981			174	
73	640.00	John Willis II	23844	993	-8	54	1019	59	992	61	981			174	
77	600.00	Louis LaPorta	49094	994	-7	58	984	61	975	56	1022			175	
77	600.00	Jacob McDaniel	79978	977	-7	56	1002	63	958	56	1022			175	
77	600.00	Kesler Martin	88497	1011	-7	57	993	59	992	59	997			175	
77	600.00	Tim Barham	53332	1019	-7	58	984	57	1008	60	989			175	
77	600.00	Tim Skellenger	26269	1010	-7	57	993	58	1000	60	989			175	
77	600.00	Dan Schlitter	80219	1003	-7	54	1019	61	975	60	989			175	
77	600.00	Kyle Divelbiss	104419	980	-7	58	984	56	1016	61	981			175	
77	600.00	Justin Bilodeau	45478	1021	-7	56	1002	57	1008	62	973			175	
85	520.00	Kade Filimoehala	104984	1002	-6	55	1010	63	958	58	1005			176	
86	510.00	Chris Brooks	13978	964	-5	55	1010	60	983	62	973			177	
87	500.00	Gavin Rathbun	60436	1028	-4	58	984	59	992	61	981			178	
88	490.00	Logan Riding	74221	996	-3	59	976	63	958	57	1013			179	
88	490.00	Koy Blanchard	100086	980	-3	56	1002	61	975	62	973			179	
88	490.00	Mason Foltz	84401	984	-3	55	1010	62	967	62	973			179	
88	490.00	Colton Bates	43369	988	-3	58	984	58	1000	63	965			179	
88	490.00	Jeremy Herr	56486	1009	-3	55	1010	60	983	64	956			179	
93	440.00	Zack Finwall	89111	972	-2	61	958	59	992	60	989			180	
93	440.00	William Schram	127314	970	-2	58	984	62	967	60	989			180	
93	440.00	Mike Lassuy	25645	1023	-2	57	993	61	975	62	973			180	
96	410.00	Jarod Gogal	72409	1015	-1	59	976	63	958	59	997			181	
96	410.00	Jason Hebenheimer	43762	991	-1	60	967	61	975	60	989			181	
96	410.00	Joey Temali	100818	976	-1	58	984	57	1008	66	940			181	
99	380.00	James Moore	31452	1004	E	59	976	63	958	60	989			182	
99	380.00	Joey Nichols	103115	911	E	63	941	58	1000	61	981			182	
101	360.00	Kaleb Caplin	109666	977	+1	64	932	58	1000	61	981			183	
101	360.00	Christopher Robbins	109674	1001	+1	60	967	61	975	62	973			183	
101	360.00	Aidan Guthrie	96832	983	+1	57	993	63	958	63	965			183	
101	360.00	Brandon Hauer	55021	969	+1	56	1002	64	950	63	965			183	
101	360.00	Douglas Ferrio	89662	980	+1	57	993	60	983	66	940			183	
106	310.00	Tristan Tanner	99053	1005	+2	62	949	60	983	62	973			184	
106	310.00	Billy Armstrong	77543	977	+2	58	984	63	958	63	965			184	
106	310.00	Donovan Smith	49649	999	+2	58	984	62	967	64	956			184	
106	310.00	A.J. Herr	56485	998	+2	59	976	58	1000	67	932			184	
110	270.00	Chris Nelson	78697	1017	+4	59	976	65	942	62	973			186	
110	270.00	Landen Mortensen	119084	985	+4	57	993	65	942	64	956			186	
110	270.00	Tyler Schrock	71872	991	+4	57	993	63	958	66	940			186	
110	270.00	Jeremy Farnsworth	78805	984	+4	57	993	62	967	67	932			186	
114	230.00	Connor Rock	73695	972	+5	68	897	62	967	57	1013			187	
114	230.00	Josh Miller	62910	984	+5	59	976	66	933	62	973			187	
114	230.00	Rick Mabbatt	97168	951	+5	56	1002	67	925	64	956			187	
117	200.00	Shawn Sullivan	46190	974	+6	60	967	69	909	59	997			188	
117	200.00	Sean Kapalko	19453	986	+6	60	967	66	933	62	973			188	
117	200.00	Andrew Rosta	67245	974	+6	66	915	59	992	63	965			188	
120	170.00	Jake Schlagheck	23143	983	+7	62	949	62	967	65	948			189	
120	170.00	Josiah Griffin	90955	967	+7	59	976	64	950	66	940			189	
122	150.00	Joshua Johnson	96436	992	+8	60	967	62	967	68	924			190	
122	150.00	Corey Dryden	29812	978	+8	62	949	56	1016	72	891			190	
124	130.00	Cam Tyler Rico	28560	962	+9	68	897	63	958	60	989			191	
125	120.00	Graham Russell	37909	996	+10	63	941	65	942	64	956			192	
125	120.00	Steven Derochie	73363	990	+10	62	949	66	933	64	956			192	
125	120.00	Alex Schimmelpfenning	37507	986	+10	62	949	65	942	65	948			192	
125	120.00	Sean Tapley	87506	967	+10	60	967	65	942	67	932			192	
129	80.00	Austin Spradlin	51740	979	+12	62	949	63	958	69	916			194	
129	80.00	Jamalle Castillo	49514	974	+12	62	949	61	975	71	899			194	
131	60.00	Josh Bergquist	72478	967	+14	64	932	67	925	65	948			196	
132	50.00	Wyatt Merritt	51603	963	+19	61	958	69	909	71	899			201	
133	40.00	Chris Bates	35265	964	+21	67	906	65	942	71	899			203	
134	0.00	Shea Callahan	36806	995		54	1019	60	983	999				DNF	
134	0.00	Noah Meintsma	56555	1018		61	958	61	975	999				DNF	
134	0.00	Tristan Lucerne	77246	976		54	1019	66	933	999				DNF

WACO
3
1	1320.00	Nikko Locastro	11534	1030	-26	54	1062	54	1064	55	1049	163	$5,000
2	1310.00	Cale Leiviska	24341	1033	-23	59	1026	53	1072	54	1057	166	$3,500
3	1300.00	Bradley Williams	31644	1021	-22	54	1062	55	1057	58	1027	167	$2,500
4	1290.00	Calvin Heimburg	45971	1054	-21	58	1033	55	1057	55	1049	168	$1,850
5	1280.00	Paul McBeth	27523	1051	-19	59	1026	57	1043	54	1057	170	$1,450
5	1280.00	Austin Hoop	72423	1026	-19	56	1047	59	1028	55	1049	170	$1,450
7	1260.00	Chris Clemons	50401	1027	-18	57	1040	60	1021	54	1057	171	$1,225
7	1260.00	Kyle Klein	85132	1020	-18	56	1047	60	1021	55	1049	171	$1,225
7	1260.00	Chris Dickerson	62467	1049	-18	59	1026	55	1057	57	1034	171	$1,225
7	1260.00	Gavin Rathbun	60436	1026	-18	52	1077	57	1043	62	997	171	$1,225
11	1220.00	Emerson Keith	47472	1021	-17	55	1055	62	1007	55	1049	172	$1,050
11	1220.00	Gannon Buhr	75412	1007	-17	54	1062	59	1028	59	1019	172	$1,050
11	1220.00	Richard Wysocki	38008	1053	-17	56	1047	56	1050	60	1012	172	$1,050
14	1190.00	Paul Ulibarri	27171	1027	-16	61	1011	57	1043	55	1049	173	$875
14	1190.00	Eric Oakley	53565	1022	-16	58	1033	59	1028	56	1042	173	$875
14	1190.00	Andrew Presnell	63765	1027	-16	58	1033	58	1036	57	1034	173	$875
14	1190.00	Raven Newsom	88212	1016	-16	56	1047	57	1043	60	1012	173	$875
18	1150.00	Jeremy Koling	33705	1028	-15	59	1026	60	1021	55	1049	174	$725
18	1150.00	Scott Withers	38464	1040	-15	58	1033	61	1014	55	1049	174	$725
18	1150.00	Chandler Fry	25541	1014	-15	57	1040	58	1036	59	1019	174	$725
21	1120.00	Philo Brathwaite	26416	1025	-14	60	1018	62	1007	53	1064	175	$640
21	1120.00	Matthew Orum	18330	1034	-14	62	1004	57	1043	56	1042	175	$640
21	1120.00	Zackeriath Johnson	50312	1005	-14	56	1047	63	1000	56	1042	175	$640
21	1120.00	Mason Ford	72844	1028	-14	61	1011	56	1050	58	1027	175	$640
