
Las Vegas Challenge
4
1	360.00	Catrina Allen	44184	967	-30	53	1004	58	1015	66	966	60	999	237	$4,000
2	354.00	Paige Pierce	29190	978	-29	53	1004	64	968	60	1011	61	991	238	$2,800
3	348.00	Kristin Tattar	73986	976	-25	55	985	62	984	61	1004	64	968	242	$2,200
4	342.00	Hailey King	81351	970	-22	59	948	62	984	63	989	61	991	245	$1,800
5	336.00	Eveliina Salonen	64927	972	-19	56	976	62	984	64	981	66	952	248	$1,500
6	330.00	Ella Hansen	144112	937	-18	59	948	66	952	64	981	60	999	249	$1,300
7	324.00	Missy Gannon	85942	955	-16	60	939	67	944	64	981	60	999	251	$1,200
8	318.00	Holyn Handley	133547	935	-14	59	948	63	976	66	966	65	960	253	$1,100
9	312.00	Jennifer Allen	15354	953	-12	59	948	66	952	68	951	62	984	255	$975
9	312.00	Kat Mertsch	99455	928	-12	59	948	65	960	68	951	63	976	255	$975
11	300.00	Rebecca Cox	32917	929	-11	58	957	63	976	71	928	64	968	256	$900
12	294.00	Emily Beach	61144	930	-10	57	967	71	913	66	966	63	976	257	$850
13	288.00	Jessica Weese	50656	947	-8	59	948	66	952	69	943	65	960	259	$800
14	282.00	Julie Moens	113154	921	-7	66	883	60	999	70	936	64	968	260	$725
14	282.00	Aria Castruita	105126	898	-7	62	920	67	944	66	966	65	960	260	$725
16	270.00	Lisa Fajkus	32654	947	-4	61	930	68	936	65	973	69	929	263	$625
16	270.00	Maria Oliva	63257	933	-4	58	957	65	960	66	966	74	889	263	$625
18	258.00	Ohn Scoggins	48976	962	-3	62	920	65	960	68	951	69	929	264	$550
19	252.00	Madison Walker	59431	933	-2	60	939	66	952	73	913	66	952	265	$500
20	246.00	Lykke Lorentzen	99441	923	E	61	930	66	952	69	943	71	913	267	$450
21	240.00	Christine Jennings	88568	926	+1	62	920	69	929	71	928	66	952	268	$400
21	240.00	Sarah Hokom	34563	968	+1	58	957	73	897	70	936	67	944	268	$400
23	228.00	Heather Young	100965	953	+2	63	911	70	921	67	958	69	929	269	$360
24	222.00	Callie McMorran	64751	933	+8	60	939	67	944	73	913	75	881	275	$340
25	216.00	Sarah Gilpin	87338	938	+5	60	939	72	905	71	928			203	
25	216.00	Henna Blomroos	59227	973	+5	60	939	70	921	73	913			203	
25	216.00	Deann Carey	66842	934	+5	58	957	72	905	73	913			203	
25	216.00	Ellen Widboom	58276	930	+5	63	911	66	952	74	906			203	
29	192.00	Raven Klein	138272	893	+6	63	911	67	944	74	906			204	
29	192.00	Stacie Hass	124963	912	+6	60	939	68	936	76	891			204	
29	192.00	Erika Stinchcomb	71262	932	+6	58	957	68	936	78	876			204	
29	192.00	Kona Star Panis	27832	949	+6	62	920	63	976	79	868			204	
33	168.00	Cynthia Ricciotti	75029	911	+7	64	902	72	905	69	943			205	
34	162.00	Hope C. Brown	62397	862	+8	58	957	67	944	81	853			206	
35	156.00	Jordan Bernelot Moens	86370	886	+9	61	930	71	913	75	898			207	
36	150.00	Sami Keddington	52010	896	+11	62	920	76	873	71	928			209	
36	150.00	Zoe AnDyke	39504	924	+11	65	892	72	905	72	921			209	
38	138.00	Holly Finley	51277	941	+12	63	911	79	850	68	951			210	
38	138.00	Chelsea Howells	131574	859	+12	68	864	73	897	69	943			210	
38	138.00	Vanessa Van Dyken	62325	927	+12	58	957	81	834	71	928			210	
41	120.00	Katie Belty	106422	884	+13	63	911	71	913	77	883			211	
41	120.00	Madison Tomaino	60798	924	+13	62	920	71	913	78	876			211	
43	108.00	Elyse Reveles	109383	906	+14	63	911	74	889	75	898			212	
44	102.00	Karissa Dedmon	176481	902	+15	66	883	72	905	75	898			213	
44	102.00	Chantel Budinsky	130342	900	+15	69	855	67	944	77	883			213	
46	90.00	Danielle Kleidon	146137	905	+16	61	930	79	850	74	906			214	
47	84.00	Sandra Richardson	56987	888	+17	72	827	68	936	75	898			215	
47	84.00	Leah Tsinajinnie	139109	888	+17	64	902	74	889	77	883			215	
49	72.00	Laura Mason	138571	867	+21	70	846	71	913	78	876			219	
50	66.00	Tiger Borth	78232	908	+22	66	883	84	810	70	936			220	
50	66.00	Kat Johnson	130187	875	+22	69	855	73	897	78	876			220	
52	54.00	Melody Castruita	50171	894	+23	71	836	77	866	73	913			221	
53	48.00	Andrea Cammack	87443	864	+25	61	930	86	795	76	891			223	
53	48.00	Jill Norwick	142944	905	+25	63	911	82	826	78	876			223	
53	48.00	Danielle Weigandt	69584	856	+25	70	846	69	929	84	830			223	
56	30.00	Marissa Kula	110845	846	+36	69	855	82	826	83	838			234	
57	24.00	Amber Chiasson	158086	841	+53	73	818	93	740	85	823			251	
58	18.00	Dani Cox	62532	828	+54	79	762	84	810	89	793			252	
59	12.00	Samii The Tutu Maes	84007	694	+70	75	799	95	724	98	725			268	
60	0.00	Natalie Ryan	114560	943		55	985	75	881	999				DNF

WACO
3
1	282.00	Valerie Mandujano	62879	952	-9	68	980	64	981	60	1011	192	$4,000
2	276.00	Kristin Tattar	73986	977	-5	69	974	64	981	63	988	196	$2,400
3	270.00	Catrina Allen	44184	971	-2	69	974	71	928	59	1018	199	$1,800
4	264.00	Kat Mertsch	99455	931	-1	69	974	67	958	64	981	200	$1,300
4	264.00	Ohn Scoggins	48976	961	-1	68	980	64	981	68	950	200	$1,300
6	252.00	Henna Blomroos	59227	968	E	72	954	65	973	64	981	201	$960
6	252.00	Macie Velediaz	104187	942	E	69	974	64	981	68	950	201	$960
6	252.00	Paige Pierce	29190	980	E	67	987	66	966	68	950	201	$960
9	234.00	Eveliina Salonen	64927	976	+1	63	1014	67	958	72	920	202	$750
10	228.00	Maria Oliva	63257	934	+2	73	947	64	981	66	966	203	$675
10	228.00	Holly Finley	51277	941	+2	71	960	64	981	68	950	203	$675
12	216.00	Missy Gannon	85942	957	+3	76	927	64	981	64	981	204	$600
13	210.00	Rebecca Cox	32917	930	+4	69	974	68	950	68	950	205	$575
14	204.00	Vanessa Van Dyken	62325	929	+6	74	940	67	958	66	966	207	$538
14	204.00	Alexis Mandujano	62880	945	+6	73	947	65	973	69	943	207	$538
16	192.00	Sarah Hokom	34563	965	+7	70	967	70	935	68	950	208	$500
17	186.00	Cynthia Ricciotti	75029	912	+8	80	900	64	981	65	973	209	$448
17	186.00	Ella Hansen	144112	941	+8	73	947	67	958	69	943	209	$448
17	186.00	Holyn Handley	133547	939	+8	69	974	68	950	72	920	209	$448
20	168.00	Madison Walker	59431	934	+9	72	954	71	928	67	958	210	$380
20	168.00	Natalie Ryan	114560	941	+9	72	954	70	935	68	950	210	$380
22	156.00	Deann Carey	66842	935	+10	69	974	70	935	72	920	211	$330
22	156.00	Heather Young	100965	950	+10	70	967	68	950	73	913	211	$330
24	144.00	Ellen Widboom	58276	928	+12	72	954	71	928	70	935	213	$300
25	138.00	Keiti Tätte	94085	937	+14	79	907	68	950	68	950	215	
26	132.00	Erika Stinchcomb	71262	931	+15	79	907	67	958	70	935	216	
26	132.00	Lisa Fajkus	32654	946	+15	74	940	72	920	70	935	216	
28	120.00	Jessica Weese	50656	948	+16	77	920	69	943	71	928	217	
29	114.00	Emily Beach	61144	937	+17	78	913	72	920	68	950	218	
29	114.00	Callie McMorran	64751	931	+17	71	960	68	950	79	868	218	
31	102.00	Stacie Hass	124963	914	+18	75	933	69	943	75	898	219	
32	96.00	Krissie Fountain	73693	912	+19	75	933	75	898	70	935	220	
33	90.00	Kona Star Panis	27832	948	+21	76	927	73	913	73	913	222	
33	90.00	Elaine King	3090	918	+21	72	954	76	890	74	905	222	
35	78.00	Stephanie Vincent	29947	935	+22	82	886	70	935	71	928	223	
35	78.00	Christina Linthicum	50045	916	+22	76	927	75	898	72	920	223	
37	66.00	Lydia Lyons	58968	898	+26	77	920	76	890	74	905	227	
38	60.00	Briana Ainsley	69890	897	+27	75	933	76	890	77	883	228	
38	60.00	Tiger Borth	78232	907	+27	76	927	70	935	82	845	228	
40	48.00	Aria Castruita	105126	902	+28	78	913	72	920	79	868	229	
41	42.00	Casey Pennington	74708	908	+29	82	886	70	935	78	875	230	
41	42.00	Chloe Alice	85635	918	+29	78	913	74	905	78	875	230	
43	30.00	Carli Charron	74947	882	+30	84	873	70	935	77	883	231	
44	24.00	Des Reading	15863	923	+31	82	886	76	890	74	905	232	
44	24.00	Hanna Huynh	112647	883	+31	87	853	65	973	80	860	232	
46	12.00	Leah Tsinajinnie	139109	891	+35	81	893	72	920	83	837	236	
47	6.00	Melody Castruita	50171	892	+38	86	860	72	920	81	852	239

The Open at Austin
3
1	228.00	Catrina Allen	44184	971	-16	62	979	58	991	62	979	182	$1,660
2	222.00	Valerie Mandujano	62879	952	-15	64	963	61	965	58	1011	183	$1,150
3	216.00	Kristin Tattar	73986	977	-14	61	987	60	973	63	971	184	$845
4	210.00	Jessica Weese	50656	948	-9	67	939	59	982	63	971	189	$720
5	204.00	Lisa Fajkus	32654	946	-8	67	939	59	982	64	963	190	$550
5	204.00	Holyn Handley	133547	939	-8	61	987	62	956	67	939	190	$550
7	192.00	Heather Young	100965	950	-6	65	955	62	956	65	955	192	$435
7	192.00	Ohn Scoggins	48976	961	-6	64	963	60	973	68	931	192	$435
9	180.00	Sarah Hokom	34563	965	-4	67	939	60	973	67	939	194	$360
9	180.00	Rebecca Cox	32917	930	-4	61	987	65	931	68	931	194	$360
11	168.00	Alexis Mandujano	62880	945	-3	59	1003	66	922	70	916	195	$315
12	162.00	Maria Oliva	63257	934	-1	63	971	60	973	74	884	197	$285
13	156.00	Casey Pennington	74708	908	E	71	908	62	956	65	955	198	$250
13	156.00	Ella Hansen	144112	941	E	69	924	61	965	68	931	198	$250
13	156.00	Cynthia Ricciotti	75029	912	E	64	963	65	931	69	924	198	$250
