
Las Vegas Challenge
4
56	640.00	Väinö Mäkelä	59635	1027	-9	57	1029	60	990	55	1020			172	
56	640.00	Connor O'Reilly	99648	1017	-9	57	1029	60	990	55	1020			172	
61	590.00	John Willis II	23844	998	-8	64	975	55	1031	54	1028			173	
61	590.00	Albert Tamm	76669	1021	-8	64	975	52	1055	57	1003			173	
61	590.00	Chandler Kramer	139228	1022	-8	58	1021	58	1006	57	1003			173	
61	590.00	Raven Newsom	88212	1015	-8	58	1021	57	1014	58	994			173	
65	550.00	Casey White	81739	1017	-7	64	975	58	1006	52	1045			174	
65	550.00	Paul Ulibarri	27171	1022	-7	58	1021	62	974	54	1028			174	
65	550.00	James Beckner	49519	968	-7	57	1029	62	974	55	1020			174	
65	550.00	Chandler Fry	25541	1017	-7	56	1037	61	982	57	1003			174	
69	510.00	Jarod Gogal	72409	1005	-6	61	998	58	1006	56	1011			175	
69	510.00	Bo Tillman	46480	1009	-6	58	1021	61	982	56	1011			175	
69	510.00	Liam Stott	60044	1003	-6	59	1014	59	998	57	1003			175	
69	510.00	Chris Clemons	50401	1033	-6	61	998	56	1023	58	994			175	
69	510.00	Levi Hancock	103050	1003	-6	58	1021	57	1014	60	977			175	
74	460.00	Noah Meintsma	56555	1004	-5	62	991	59	998	55	1020			176	
74	460.00	Eric Oakley	53565	1015	-5	62	991	58	1006	56	1011			176	
74	460.00	DW Hass	94907	996	-5	62	991	58	1006	56	1011			176	
77	430.00	Thomas Gilbert	85850	1020	-4	65	968	59	998	53	1036			177	
77	430.00	Tom Erik K Steen	83906	969	-4	62	991	57	1014	58	994			177	
77	430.00	Brock Shepherd	32091	995	-4	60	1006	58	1006	59	986			177	
77	430.00	Nick Newton	47689	1004	-4	59	1014	57	1014	61	969			177	
81	390.00	Hjalte Jensen	129061	1005	-3	66	960	56	1023	56	1011			178	
82	380.00	Jason Lawson	165807	978	-2	67	952	55	1031	57	1003			179	
82	380.00	John Jones	43834	1005	-2	61	998	61	982	57	1003			179	
82	380.00	Rasmus Saukkoriipi	136325	1010	-2	60	1006	59	998	60	977			179	
82	380.00	Isaac Robinson	50670	1031	-2	58	1021	57	1014	64	943			179	
86	340.00	Jacob Courtis	56511	1010	-1	65	968	56	1023	59	986			180	
86	340.00	Zach Melton	38631	1007	-1	60	1006	61	982	59	986			180	
88	320.00	Zachary Nash	101197	993	E	65	968	60	990	56	1011			181	
88	320.00	Nick Hanson	40274	999	E	60	1006	64	958	57	1003			181	
88	320.00	Jacky Chen	128836	995	E	60	1006	63	966	58	994			181	
88	320.00	Elijah Bickel	94844	1013	E	58	1021	63	966	60	977			181	
92	280.00	Danny Beauchamp	76153	1006	+1	64	975	61	982	57	1003			182	
92	280.00	Zackeriath Johnson	50312	1011	+1	63	983	59	998	60	977			182	
92	280.00	Charlie Moore	78268	1004	+1	62	991	59	998	61	969			182	
95	250.00	Tyler Schrock	71872	991	+2	63	983	59	998	61	969			183	
96	240.00	Nathaniel Johnson	138355	987	+3	63	983	65	949	56	1011			184	
96	240.00	Chris Ozolins	55049	1012	+3	62	991	63	966	59	986			184	
96	240.00	Ian Hamilton	97422	997	+3	64	975	60	990	60	977			184	
96	240.00	Steve Berger	28091	978	+3	62	991	61	982	61	969			184	
96	240.00	Jake Wolff	144536	1002	+3	62	991	60	990	62	960			184	
96	240.00	Bhrahsten Waugh	45463	994	+3	63	983	58	1006	63	952			184	
102	180.00	Randon Latta	51685	1011	+4	61	998	62	974	62	960			185	
103	170.00	Zach Lyons-Wade	129701	974	+5	64	975	59	998	63	952			186	
103	170.00	Cameron Messerschmidt	58814	998	+5	61	998	61	982	64	943			186	
105	150.00	Shay Montes	99089	989	+7	66	960	65	949	57	1003			188	
105	150.00	Tyler Wozniak	92805	984	+7	63	983	66	941	59	986			188	
107	130.00	Landen Mortensen	119084	985	+8	64	975	64	958	61	969			189	
107	130.00	Andrew Paulson	118604	982	+8	65	968	60	990	64	943			189	
109	110.00	Justin Anderson	55776	1005	+9	65	968	68	925	57	1003			190	
109	110.00	Chris Paetz	110290	971	+9	65	968	58	1006	67	918			190	
111	90.00	Braeden Moore	108289	978	+11	69	937	64	958	59	986			192	
112	80.00	Noah Fiveash	99153	1000	+12	64	975	68	925	61	969			193	
113	70.00	Josh Miller	62910	966	+16	66	960	71	901	60	977			197	
113	70.00	Jeffrey McCormick	116860	981	+16	66	960	64	958	67	918			197	
115	50.00	Mark Turner	199745	989	+21	67	952	76	860	59	986			202	
116	40.00	Josh Bergquist	72478	961	+23	69	937	67	933	68	910			204	
117	30.00	Tommy Gunz Trujillo III	71392	953	+24	67	952	76	860	62	960			205	
118	0.00	Gavin Babcock	80331	1016		57	1029	999						DNF	
118	0.00	Jeremy Koling	33705	1020		65	968	999						DNF
